bounce,category,category_rank,country_rank,global_rank,organic_search,paid_search,ppv,time,traffic_direct,traffic_display,traffic_mail,traffic_referrals,traffic_search,traffic_social,url,visits
69.61,Publications,157,8374,28515,99.99,0.01,2.03,00:01:17,20.33,3.78,2.94,20.1,36.48,16.36,penguinrandomhouse.com,2000000
53.94,Publications,14,1765,29232,99.19,0.81,3.86,00:03:06,31.54,0.16,0.57,6.73,60.72,0.27,zvab.com,1400000
36.37,Publications,30,6786,28409,80.25,19.75,4.91,00:04:16,27.09,1.95,6.21,12.61,51.08,1.07,booksamillion.com,1300000
58.26,Publications,1969,83261,65564,100,0,2.42,00:02:31,15.16,0.02,0.24,7.89,75.48,1.22,pearsoned.co.uk,731900
62.24,Publications,41,1564,4078,100,0,3,00:02:16,27.93,0.03,0.89,12.8,54.71,3.63,princeton.edu,12700000
53.36,Publications,199,28784,51762,100,0,3.11,00:02:17,30.1,0,0.44,19.05,49.29,1.11,oed.com,857000
65.9,Publications,11,38043,58631,100,0,2.02,00:01:30,48.46,0,2.43,20.42,22.1,6.59,janes.com,943000
57.01,Publications,57,17497,54737,73.41,26.59,2.79,00:02:01,26.58,0.08,0.39,12.96,59.47,0.52,biblio.com,825400
56.42,Publications,56,14711,54386,95.92,4.08,3.52,00:02:25,30.4,0.1,1.32,16.77,50.24,1.17,powells.com,754000
54.81,Publications,46,1569,4808,99.97,0.03,4.19,00:03:47,29.71,0.05,2.7,17.01,46.04,4.48,uchicago.edu,9200000
56.82,Publications,65,47843,90916,79,21,2.93,00:01:54,34.91,2.36,0.69,12.71,49.13,0.19,ebooks.com,469600
42.67,Publications,2706,44181,91624,99.97,0.03,3.36,00:02:18,17.44,0.01,5.49,8.15,68.05,0.87,learnoutloud.com,421000
55.05,Publications,245,13469,54290,74.82,25.18,3.67,00:02:15,17.1,0.32,33.8,12.94,34.29,1.54,magazines.com,701200
46.4,Publications,4148,3472,44021,90.03,9.97,5.23,00:02:54,23.09,0.17,6.29,13.52,53.69,3.23,forbiddenplanet.com,781600
54.81,Publications,46,1569,4808,99.97,0.03,4.19,00:03:47,29.71,0.05,2.7,17.01,46.04,4.48,uchicago.edu,9200000
29.94,Publications,550,38476,140977,75.18,24.82,5.06,00:05:20,53.28,0,1.08,14.5,30.77,0.37,bookshare.org,200500
61.02,Publications,454,69785,111590,100,0,2.79,00:01:58,45.88,0.05,0.59,23.39,24.3,5.79,pragprog.com,325700
70.4,Publications,24,10973,43309,100,0,1.61,00:02:00,54.31,0.57,11.84,15.19,16.76,1.33,lfb.org,1400000
33.92,Publications,55,12449,53402,92.01,7.99,4.92,00:03:20,21.45,0.06,2.58,13.35,60.92,1.65,hpb.com,616500
33.47,Publications,6,1078,19654,51.74,48.26,10.3,00:07:40,26.2,2.25,11.85,13.95,44.72,1.03,thebookpeople.co.uk,1300000
58.5,Publications,4,642,1576,99.88,0.12,3.25,00:02:47,26.74,0.05,2.08,13.55,54.49,3.1,harvard.edu,28600000
52.77,Publications,619,63158,109598,100,0,2.04,00:01:50,29.4,0,1.74,14.83,51.53,2.5,rupress.org,419900
47.07,Publications,1372,13906,48973,98.7,1.3,15.37,00:12:43,36.76,0.22,4.23,42.7,13.57,2.53,gleim.com,475900
35.09,Publications,81,1498,97556,73.81,26.19,4.07,00:02:27,23,0.33,3.42,10.11,61.09,2.05,dymocks.com.au,337800
59.03,Publications,1895,38330,95165,100,0,1.89,00:01:13,17.57,0.05,0.7,9.32,70.16,2.2,ucpress.edu,532200
46.1,Publications,108,61309,216764,67.68,32.32,3.27,00:02:43,29.64,9.67,0.97,31.95,27.61,0.18,ecampus.com,138500
61.91,Publications,2223,8328,74563,99.99,0.01,2.69,00:02:11,15.04,0.01,0.28,4.97,79.23,0.47,diagram.com.ua,540800
64.36,Publications,76,81647,118946,99.45,0.55,1.49,00:00:42,4.42,0.07,0,2.77,92.71,0.03,ebookmall.com,451100
56.45,Publications,73,3137,4073,99.54,0.46,2.73,00:02:11,12.28,0.13,1.02,5.37,79.22,1.99,lonelyplanet.com,12700000
65.38,Publications,25,15494,62831,99.99,0.01,3.44,00:01:17,10.29,0.01,0.03,2.99,85.94,0.73,trails.com,617100
53.75,Publications,101,75833,134271,67.65,32.35,2.66,00:01:46,20.16,0.14,0.41,8.59,70.63,0.07,techstreet.com,283600
48.96,Publications,10284,41763,114288,92.89,7.11,6.05,00:03:33,29.06,0,0.24,20.1,49.89,0.72,lybrary.com,272400
76.63,Publications,214,41558,115805,99.91,0.09,1.72,00:00:29,84.76,0,0,2.61,12.55,0.08,maps.com,435700
51.82,Publications,1739,42372,88704,96.93,3.07,3.92,00:03:19,51.96,0.13,0.48,16.71,29.57,1.15,jeppesen.com,425100
45.82,Publications,4677,12399,49720,93.63,6.37,9.31,00:03:18,25.4,0.12,9.91,20.38,43.02,1.17,catalogs.com,505300
32.24,Publications,3803,8540,54496,96.44,3.56,5.75,00:04:32,32.6,0,1.7,54.51,10.77,0.43,autodata-group.com,702000
55.22,Publications,101,7771,173093,100,0,2.56,00:02:33,13.96,0.02,1.21,5.8,78.36,0.65,sapnaonline.com,222700
40.11,Publications,534,14557,60554,99.76,0.24,3.06,00:03:27,48.28,0.06,0.48,5.32,45.79,0.07,randmcnally.com,705100
47.99,Publications,51,11838,50981,100,0,7.13,00:03:55,27.95,1.06,5.97,54.11,6.88,4.03,valuemags.com,551500
53.71,Publications,84,24945,125253,91.46,8.54,4.49,00:03:06,15.74,1.17,2.1,8.41,71.7,0.88,ksb.com,261200
83.88,Publications,484,40016,120638,100,0,1.23,00:00:50,7.18,0.02,0,3.59,88.9,0.3,theadventurouswriter.com,537000
36.7,Publications,113,62316,239415,74.85,25.15,3.13,00:02:39,43.76,6.47,2.34,8.48,38.9,0.05,bookbyte.com,141700
35.73,Publications,4985,13204,53476,92.71,7.29,13.11,00:07:08,53.15,1.99,4.94,21.46,15.41,3.04,bookoutlet.com,432900
42.81,Publications,83,6588,117728,100,0,3.54,00:03:51,15.8,0,0.03,5.75,78.39,0.04,livre-rare-book.com,285000
44.95,Publications,104,4235,137558,99.84,0.16,6.17,00:04:26,24.09,0,5.08,11.34,58.57,0.92,maremagnum.com,183100
58.69,Publications,112,68988,238053,99.21,0.79,2.37,00:01:24,33.29,0.29,0,8.67,56.58,1.16,bigwords.com,166600
60.43,Publications,2448,46612,137854,100,0,3.25,00:01:13,12.72,0.02,1.17,15.01,68.55,2.54,dukeupress.edu,261700
38.64,Publications,384,22220,73638,66.04,33.96,5.72,00:04:57,41.4,0.09,5.22,26.87,14.51,11.91,tfaw.com,439500
45.35,Publications,15837,54117,177422,100,0,2.74,00:01:45,33.28,0,3.02,28.04,28.2,7.47,fieldnotesbrand.com,215200
83.34,Publications,2251,50541,115909,100,0,1.17,00:00:31,5.21,0,0,0.71,94.01,0.06,embarrassingproblems.com,590800
62.57,Publications,9315,126316,181616,98.04,1.96,1.35,00:00:34,52.83,1.2,1.98,11.07,31.31,1.61,doubleyourdating.com,382800
41.06,Publications,84,15642,109211,79.7,20.3,4.97,00:04:09,42.34,0.33,2.83,13.97,34.99,5.54,foliosociety.com,293100
56.67,Publications,301,14214,146722,100,0,2.49,00:02:08,20.79,0,0.05,13.98,64.73,0.45,hogrefe.com,266700
54.89,Publications,13,771,2354,99.95,0.05,4.41,00:03:13,30.49,0.02,2.72,16.01,47.5,3.26,umich.edu,17800000
45.1,Publications,128,83991,338864,91.83,8.17,5.61,00:02:45,32.99,8.35,3.18,41.11,14.3,0.07,textbookx.com,61600
46.73,Publications,188,34781,103027,100,0,3.41,00:08:54,53.98,0,5.96,17.74,14.13,8.18,delorme.com,386100
58.1,Publications,484,117770,295634,100,0,1.68,00:00:51,10.33,0,0.1,4.15,82.35,3.07,worldmapsonline.com,134800
41.5,Publications,323,60156,124806,89.42,10.58,2.91,00:01:41,20.18,0.06,0.74,13.43,64.52,1.07,haynes.com,354200
60.81,Publications,213,102951,218193,100,0,1.92,00:01:07,11.57,0,0.06,7.24,79.16,1.98,sup.org,179300
74.85,Publications,150,73348,174588,100,0,1.37,00:00:49,16.37,0,0.11,3.63,79.05,0.84,seductionscience.com,333400
47.24,Publications,253,6661,251918,100,0,2.44,00:01:35,17.77,0,6.94,3.02,65.73,6.53,readings.com.au,144100
64.26,Publications,18,936,2681,99.88,0.12,3.27,00:02:32,26.35,0.04,3.17,14.34,54.06,2.04,columbia.edu,18100000
56.05,Publications,66,1928,6011,99.71,0.29,4.34,00:03:30,26.43,0.17,1.93,20.16,49.63,1.67,jhu.edu,7300000
51.43,Publications,236,84825,234491,100,0,2.84,00:02:01,26.42,0.06,0.63,12.7,59.68,0.5,guilford.com,145000
53.16,Publications,1781,55428,175933,100,0,2.19,00:02:08,10.62,0,0,3.39,84.92,1.07,moon.com,289600
52.43,Publications,34931,106408,330395,81.68,18.32,2.25,00:03:09,66.08,0.09,7.15,15.57,10.4,0.71,tradewins.com,91100
39.38,Publications,191,27103,210548,87.09,12.91,4.33,00:03:22,33.59,0,9.29,11.3,44.48,1.33,nhbs.com,137200
35.69,Publications,138,14893,166255,100,0,4.54,00:02:32,28.76,0,3.28,13.22,48.94,5.79,newsstand.co.uk,183600
50.17,Publications,332,137865,316671,99.75,0.25,3.02,00:01:51,21.66,0,0,42.66,34.52,1.16,mhprofessional.com,84700
57.93,Publications,290,126535,279396,100,0,2.35,00:01:31,23.74,0,5.26,8.36,45.77,16.86,aperture.org,116700
69.45,Publications,4549,176371,373261,100,0,1.5,00:00:43,12.72,0,0.55,2.46,84.19,0.08,sunypress.edu,92600
59.11,Publications,276,76180,277557,95.53,4.47,2.45,00:01:21,33.25,3.38,11.59,9.15,39.5,3.14,loa.org,123600
45.34,Publications,,138441,303705,100,0,2.02,00:02:03,35.69,0.01,2.72,20.44,36.28,4.85,quartoknows.com,142200
33.41,Publications,20461,87920,315923,100,0,3.03,00:01:52,35.64,0,1.83,29.06,33.38,0.09,calendarsthatwork.com,84800
45.81,Publications,918,81338,199326,100,0,4.94,00:01:59,61.15,0,0.24,5.55,24.24,8.82,comicartcommunity.com,142300
60.16,Publications,618,92747,561939,100,0,1.74,00:00:56,24.28,0,0,8.2,62.44,5.08,jkp.com,65500
51.18,Publications,601,67877,378524,100,0,2.44,00:01:30,14.43,0,1.03,9.2,74.35,0.99,euppublishing.com,76000
44.25,Publications,1184,143237,358768,99.77,0.23,2.77,00:02:25,14.33,0,42.99,6.57,34.05,2.07,nightingale.com,80400
34.17,Publications,,213173,611957,100,0,6.32,00:04:18,38.28,0,13.84,14.42,33.45,0,rarebookhub.com,25700
61.72,Publications,12,716,2272,99.87,0.13,3.5,00:02:54,25.02,0.03,1.27,13.75,57.67,2.27,cornell.edu,20000000
36.22,Publications,1969,24277,66511,95.49,4.51,7.75,00:08:55,46.22,0.02,6.01,15.52,29.69,2.54,harlequin.com,439300
73.16,Publications,424,158968,387595,81.95,18.05,1.68,00:00:54,20.76,0.54,6.72,12.85,52.34,6.79,xlibris.com,120100
57.9,Publications,653,25171,598870,100,0,1.87,00:00:58,4.06,0,0,4.9,91.04,0,gujaratibooks.com,49100
38.36,Publications,75,30992,109354,100,0,4.67,00:02:53,16.7,5.11,6.24,25.94,12.37,33.65,haymarketbooks.org,286700
55.77,Publications,16,809,2578,99.88,0.12,5.89,00:03:46,30.46,0.01,3.3,15.95,48.95,1.33,umn.edu,14400000
65.93,Publications,1027,103213,310440,100,0,1.42,00:01:04,37.3,0.41,0.61,5.6,52.8,3.28,advancedfictionwriting.com,134300
46.92,Publications,739,633549,652261,100,0,3.24,00:04:13,26.04,0,0,12.47,47.61,13.88,robertsabuda.com,38200
81.23,Publications,3861,179600,321356,100,0,1.27,00:01:00,55.77,18.13,0.26,17.65,7.05,1.14,venusfactor.com,168000
61.13,Publications,475,131766,427678,100,0,1.45,00:00:40,17.24,0,0.15,5.78,74.94,1.89,nyupress.org,93100
41.48,Publications,27232,4923,301664,95.69,4.31,4.42,00:03:00,15.75,0.31,0.94,10.27,63.19,9.53,asiabooks.com,80200
44.29,Publications,3262,317293,1179897,,,1.28,00:00:10,21.88,0,0,0.15,77.74,0.23,nightbeforechristmas.biz,32400
38.35,Publications,324,160374,322134,100,0,2.56,00:03:12,27.43,0,0,2.98,69.47,0.13,americandragon.com,114100
66.31,Publications,29,612,1235,98.54,1.46,2.92,00:01:56,23.23,0.29,1.55,9.21,38.48,27.23,nationalgeographic.com,36600000
59.29,Publications,31,1191,3437,99.88,0.12,4.1,00:03:15,29.32,0.05,2.05,15.52,50.59,2.47,upenn.edu,12800000
28.39,Publications,274,4068,276174,100,0,3.38,00:02:12,46.89,0,0.13,10.77,42.08,0.13,antikvariat.net,122100
47.18,Publications,767,13470,226965,98.92,1.08,2.84,00:02:07,13.6,0,0.25,13.98,71.85,0.32,antiqbook.com,142000
66.31,Publications,29,612,1235,98.54,1.46,2.92,00:01:56,23.23,0.29,1.55,9.21,38.48,27.23,nationalgeographic.com,36600000
32.22,Publications,574,74804,300815,44.11,55.89,3.35,00:01:56,28.44,0,6.15,10.37,54.65,0.38,magazineline.com,101100
43.5,Publications,11948,131926,332052,100,0,2.3,00:02:22,51.7,0,6.37,24.7,16.6,0.64,learningstrategies.com,113400
32.18,Publications,257,496856,495150,100,0,5.76,00:05:30,27.77,0,2.53,17.13,50.66,1.9,thetahealing.com,36100
58.96,Publications,112,84614,291149,100,0,1.52,00:01:53,5.89,0,1.11,0.72,92.29,0,bipolar-lives.com,174600
29.72,Publications,1970,98980,363043,100,0,3.79,00:02:36,21,0,28.39,19.3,19.74,11.57,ctpub.com,85300
38.63,Publications,5612,18953,246874,66.08,33.92,4.62,00:06:32,37.48,1.01,13.94,19.74,24.7,3.14,hearstmagazines.co.uk,105800
53.18,Publications,601,241950,556454,100,0,1.49,00:00:14,8.99,0,0,1.14,84.62,5.25,bookstellyouwhy.com,81500
52.58,Publications,1328,261022,332780,100,0,2.12,00:01:14,13.5,0.08,0,15.51,68.33,2.59,lambiek.net,107000
47.52,Publications,6946,86493,299660,100,0,2.3,00:01:46,40.38,0,8.07,18,32.86,0.69,hsionline.com,125600
65.59,Publications,174,3572,11156,99.99,0.01,3.05,00:02:14,22.88,0.04,1.44,13.54,60.74,1.37,indiana.edu,4600000
22.28,Publications,934,68298,284188,100,0,6.6,00:02:02,77.46,0,2.93,0.16,19.44,0,doubledaybookclub.com,105600
23.84,Publications,2421,19556,235381,100,0,10.75,00:04:04,16.89,0,10.36,14.09,57.16,1.5,sawdays.co.uk,72200
30.58,Publications,205,65364,204529,100,0,5.57,00:02:50,1.93,0.69,40.01,18.82,27.2,11.35,akpress.org,121600
72.03,Publications,2535,1445507,2469020,,,4.38,00:01:11,67.79,0,0,4.12,28.1,0,fortress-books.com,4200
34.89,Publications,4909,45078,442007,97.03,2.97,3.97,00:01:46,14.91,4.59,0.34,8.45,70.92,0.79,stanfords.co.uk,52600
50.71,Publications,477,147848,452750,100,0,3.12,00:01:56,20.96,0,5.58,4.02,69.44,0,greatsite.com,69100
60.53,Publications,303,29733,300148,99.87,0.13,1.94,00:02:03,22.37,0,0.43,3.44,73.55,0.21,peterharrington.co.uk,143400
34.67,Publications,118,64119,258972,99.86,0.14,3.87,00:02:04,18.19,0.99,10.83,24.76,45.16,0.06,magazine-agent.com,109200
57.52,Publications,3330,133570,942416,100,0,3.21,00:02:38,8.84,0,5.88,25.15,58.79,1.35,harriman-house.com,18400
58.28,Publications,43,1307,4414,99.93,0.07,4.36,00:04:06,29.56,0.07,2.15,21.24,45.28,1.7,unc.edu,10100000
31.17,Publications,1890,100091,350916,99.02,0.98,3.4,00:02:21,11.98,0,25.81,17.4,36.43,8.38,baronfig.com,78700
40.61,Publications,2157,196114,563886,100,0,1.44,00:00:14,21.34,0,0,6.95,71.71,0,tradingmarkets.com,83100
39.06,Publications,1888,141774,381950,99.54,0.46,7.6,00:02:07,32.35,0.12,2.44,14.23,45.25,5.62,photoeye.com,41700
69.08,Publications,476,216647,770137,100,0,2.11,00:01:39,28.13,0,8.58,10.38,25.7,27.21,cnu.org,29800
22.22,Publications,168,45504,186767,100,0,7.35,00:04:35,39.15,0.97,13.12,22.76,23.32,0.68,daedalusbooks.com,133000
47.21,Publications,237,218949,646012,100,0,4.02,00:03:10,27.8,0.12,2.38,15.76,53.81,0.13,asa2fly.com,28000
53.37,Publications,79,1859,6322,99.97,0.03,5.6,00:04:11,31.21,0,3.23,17.04,45.26,3.26,hawaii.edu,6300000
38.67,Publications,629,92816,368031,66.46,33.54,2.14,00:00:58,31.09,0.39,1.17,12.74,54.49,0.11,magazinediscountcenter.com,98000
38.93,Publications,166,2840,10856,99.92,0.08,6.82,00:05:33,39.98,0.02,3.74,23.07,31.33,1.86,temple.edu,3400000
32.42,Publications,276,3738,15294,100,0,11.48,00:05:33,31.17,0,2.5,40.35,24.71,1.27,uillinois.edu,1800000
42.08,Publications,726,53267,503570,100,0,2.24,00:01:10,30.44,0,2.18,1.12,65.93,0.33,uniquemagazines.co.uk,72200
44.95,Publications,71302,201993,590736,100,0,3.46,00:02:03,10.16,0,0,17.03,67.99,4.82,rhodiapads.com,36500
51.65,Publications,478,72207,291267,100,0,1.64,00:00:45,18.62,0,0,3.71,73.48,4.2,digital-topo-maps.com,134500
58.91,Publications,589,241623,549813,100,0,1.8,00:00:47,20.83,0,0.15,8.44,61.37,9.21,psupress.org,55400
68.21,Publications,15580,84277,252715,81.69,18.31,1.49,00:00:59,19.02,0.15,0.5,7.45,65.7,7.18,independent.org,170700
34.38,Publications,3679,47703,1087597,,,3.8,00:04:47,58.36,4.77,2.77,5.98,27.2,0.92,smartfinancein.com,16300
24.55,Publications,4762,60616,233436,100,0,8.82,00:01:09,31.72,0,0.42,39.8,27.45,0.61,helminc.com,92200
49.1,Publications,4463,1091006,1322452,,,2.06,00:01:15,21.78,0,0,0.59,77.63,0,landinfo.com,15100
31.66,Publications,125,134622,437248,100,0,4.05,00:01:21,15.14,0,0,10.82,74.03,0,simplyaudiobooks.com,53100
60.21,Publications,106,2270,7865,99.69,0.31,4.36,00:03:34,30.97,0.02,1.01,14.22,52.68,1.09,unl.edu,5800000
43.95,Publications,151,166767,541175,97.45,2.55,2.02,00:01:03,10.24,0,0,4.28,85.49,0,audioeditions.com,61500
19.28,Publications,644,14241,594052,100,0,3.6,00:01:37,34.49,0,0,13.39,50.93,1.19,abbeys.com.au,42000
39.82,Publications,63556,296409,662127,96.33,3.67,2.5,00:01:34,34.35,0,0.6,15.32,42.19,7.54,assouline.com,38200
64.16,Publications,3969,32403,117615,100,0,2.61,00:01:57,23.29,0,3.03,11.77,61.38,0.53,nsta.org,357700
49.13,Publications,86683,376534,920071,100,0,3.42,00:02:35,30.63,0,0,9.24,59.26,0.88,schifferbooks.com,19600
55.78,Publications,21,970,2892,99.94,0.06,4.2,00:03:03,32.73,0.03,1.96,14.93,46.66,3.69,utexas.edu,14800000
48.12,Publications,164,260448,683205,100,0,2.78,00:02:48,27.99,0,0.36,24.84,46.4,0.43,appi.org,32400
44.25,Publications,302,78237,313813,100,0,2.47,00:01:20,34.23,0,0.97,4.23,60.25,0.32,gun-tests.com,104100
70.14,Publications,476,163115,539665,100,0,1.67,00:00:49,8.62,0,2.73,0,88.16,0.49,braillebookstore.com,80100
43.15,Publications,614,158856,564889,100,0,5.13,00:04:40,35.41,0,0.35,19.7,36.06,8.48,tantor.com,29600
37.28,Publications,47803,18747,1159000,,,3.51,00:04:05,16.7,0,0,8.73,62.87,11.71,aucpress.com,17000
27.93,Publications,80,28666,115618,100,0,14.37,00:09:06,46.43,0,0.11,23.04,28.66,1.76,hamiltonbook.com,161200
37.92,Publications,1680,239032,883592,100,0,3.8,00:02:19,19.37,0,0.67,6.94,73.01,0,brookpub.com,25000
30.63,Publications,1061,71881,841626,100,0,2.61,00:00:54,29.81,0,0,20.54,42.17,7.48,treasuretrails.co.uk,32400
60.05,Publications,3524,842849,1350535,,,2.75,00:03:25,64.04,14.49,0,3.65,17.82,0,kingdomofpets.com,12500
47.41,Publications,59,176844,593169,100,0,1.44,00:00:45,29.38,0,3.07,2.81,62.53,2.21,newmobility.com,67700
24.95,Publications,703,194001,639208,90.96,9.04,2.37,00:01:07,8.93,0,0.45,6.4,84.19,0.03,baumanrarebooks.com,48300
43.11,Publications,7789,143894,674513,100,0,1.64,00:00:52,17.17,0,3.34,5.12,71.22,3.14,bradtguides.com,64600
59.19,Publications,193,3573,11788,99.59,0.41,4,00:03:01,24.53,0.24,3.86,13.2,56.67,1.49,georgetown.edu,3800000
48.13,Publications,458,127910,436900,97.23,2.77,1.69,00:00:35,28.96,0,0.21,11.26,56.67,2.9,abaa.org,93000
44.66,Publications,39622,392852,993320,100,0,1.86,00:00:56,24,0.1,0,21.51,52.81,1.58,booklocker.com,25700
36.81,Publications,6681,397613,1245679,,,1.95,00:00:58,11.17,0,0,14.87,73.96,0,craftsman-book.com,21300
45.51,Publications,18956,101248,1162312,,,2.87,00:02:27,31.39,0,0.69,2.77,65.15,0,naibooksellers.nl,17700
36.46,Publications,3853,337026,908246,100,0,5.25,00:03:58,42.75,0,0.61,2.98,50.63,3.03,murach.com,15000
65.95,Publications,1501,480321,1356979,,,1.31,00:00:21,5.16,0,0,7.2,84.07,3.57,micheleborba.com,20500
40.77,Publications,347,20144,342761,100,0,3.05,00:01:31,35.15,0,0,25.94,38.52,0.38,mobipocket.com,73400
49.79,Publications,12294,336797,807130,100,0,2,00:01:28,22.68,0,0,12.2,64.91,0.21,innertraditions.com,37000
51.54,Publications,6186,126406,1492687,,,1.66,00:01:25,22.25,0,0,1.53,74.79,1.43,vkinfotek.com,14500
58.45,Publications,20,995,2773,99.99,0.01,4.34,00:03:35,29.76,0.01,0.85,15.03,52.9,1.46,wisc.edu,15600000
46.02,Publications,31198,129498,897735,100,0,4.26,00:02:35,12.95,0,2.1,25.34,57.66,1.96,eurobooks.co.uk,18100
62.41,Publications,3377,503877,947390,100,0,1.39,00:00:50,19.16,0,24.99,9.17,46.68,0,fredericpatenaude.com,31300
37.51,Publications,648,137918,575829,100,0,6.24,00:03:19,10.12,0,23.99,14.49,51.26,0.14,eparks.com,25700
53.63,Publications,20521,325981,787283,100,0,1.58,00:00:57,15.85,0,0,8.53,67.74,7.89,ener-chi.com,46600
51.35,Publications,312,89437,609025,100,0,1.6,00:00:32,14.03,0,0.42,10.21,72.57,2.77,boydellandbrewer.com,59300
74.79,Publications,1212,777005,1088469,,,1.31,00:00:15,7.06,0,0,0.42,92.32,0.2,puppetpress.com,23500
46.79,Publications,551,178479,511919,82.3,17.7,5.02,00:06:13,28.48,0,11.27,20.34,37.47,2.45,northatlanticbooks.com,44200
56.28,Publications,504,128287,460487,100,0,1.53,00:00:40,29.69,0,0.23,14.59,50.72,4.77,thenewpress.com,86100
50.39,Publications,2972,77473,576162,100,0,2.89,00:02:14,7.18,0,4.12,48.03,39.24,1.43,johansens.com,42600
59.28,Publications,2244,114010,423564,100,0,1.27,00:00:22,13.4,0.13,0,5.91,4.61,75.95,chindeep.com,118300
51.19,Publications,1508,449496,1400693,,,1.3,00:00:17,6.58,1.21,0,8.15,84.06,0,browntechnical.org,20900
67.52,Publications,826,14647,162650,100,0,4.14,00:03:09,37.18,0,0.19,13.58,47.5,1.55,annabelkarmel.com,230600
37.31,Publications,786,193926,719088,100,0,3.62,00:03:02,26.27,0,0,13.7,58.67,1.36,booksontape.com,30800
41.62,Office_Products,1,310,1207,81.88,18.12,4.72,00:04:13,38.61,2.35,7.02,10.27,40.35,1.4,staples.com,29700000
43.07,Office_Products,2,476,1869,69.66,30.34,5.46,00:05:20,32.92,2.62,4.87,10.75,47.23,1.61,officedepot.com,18600000
44.78,Office_Products,11,7148,15285,74.7,25.3,7.27,00:06:03,40.06,1.15,3.88,16.41,28.85,9.65,moo.com,2200000
50.71,Office_Products,12,4641,19583,44.79,55.21,5.27,00:04:18,42.64,2.83,1.82,10.89,40.66,1.16,quill.com,1900000
45.25,Office_Products,3916,10127,41750,95.42,4.58,5.95,00:03:50,16.09,3.44,6.64,12.84,58.86,2.12,papersource.com,778000
38.98,Office_Products,32,20674,78502,73.6,26.4,4.81,00:04:35,28.32,1.02,3.82,16.72,48.43,1.7,overnightprints.com,409300
36.69,Office_Products,2314,10665,35828,99.21,0.79,6.7,00:04:59,38.63,0.03,7.78,16.02,31.82,5.73,gouletpens.com,943900
44.67,Office_Products,45,28891,113072,48.37,51.63,2.58,00:01:35,16.77,2.53,2.95,9.67,66.66,1.42,shoplet.com,356500
43.17,Office_Products,52,76436,128954,100,0,4.32,00:02:15,22.84,0.02,0.02,13.53,49.17,14.41,worldlabel.com,252600
36.39,Office_Products,15,10038,43557,63.78,36.22,12.78,00:08:16,31.77,1.14,6.02,10.75,49.28,1.04,currentcatalog.com,498400
45.78,Office_Products,31,9663,78216,99.02,0.98,5.3,00:03:39,25.86,0.02,3.27,10.36,59.03,1.47,cultpens.com,428600
52.6,Office_Products,12294,38789,137076,80.99,19.01,2.38,00:02:17,16.99,0.64,1.83,9.24,70.4,0.9,thehumansolution.com,285500
33.85,Office_Products,39,29869,97228,83.05,16.95,4.73,00:03:28,16.91,1.29,6.9,11.84,62.61,0.45,cross.com,380200
34.1,Office_Products,42,25592,104757,52.51,47.49,4.32,00:04:09,17.61,0.54,9.02,21.39,48.32,3.12,ataglance.com,313800
43.31,Office_Products,90,7709,114144,15.72,84.28,4.4,00:02:39,11.57,5.84,1.26,10.3,69.82,1.2,officefurnitureonline.co.uk,285400
37.93,Office_Products,64,39785,161198,53.74,46.26,3.11,00:02:35,19.1,13.44,0.61,9.02,57.34,0.48,nationalbusinessfurniture.com,221800
46.43,Office_Products,102,33258,134100,64.35,35.65,3.81,00:03:50,19.23,3.4,1.06,10.78,64.32,1.21,bizchair.com,250800
25.63,Office_Products,53,32919,130277,60.4,39.6,7.19,00:03:59,21.3,2.04,10.71,16.28,46.83,2.83,daytimer.com,185300
34.45,Office_Products,94,75227,257129,79.4,20.6,4.06,00:02:33,10.61,0,0.19,4.86,84.15,0.18,thestampmaker.com,106200
45.79,Office_Products,74,59114,187284,100,0,3.6,00:02:42,22.39,0,3.96,12.93,59.41,1.32,redrivercatalog.com,159400
40.33,Office_Products,99,89824,273780,89.1,10.9,3.83,00:02:17,9.65,0,0,3.5,80.4,6.45,thepapermillstore.com,92600
17.02,Office_Products,73,47264,185971,90.92,9.08,8.23,00:04:25,35,0,0.15,13.36,50.18,1.31,rubberstamps.net,119500
43.57,Office_Products,774,61003,214062,84.85,15.15,9.82,00:03:38,15.56,0,0,17.21,66.23,1,successories.com,91700
35.46,Office_Products,25972,80374,288025,100,0,2.51,00:00:51,8.67,0.03,1.08,1.99,87.58,0.65,waterproofpaper.com,111400
24.29,Office_Products,82,52688,206147,59.78,40.22,4.16,00:02:55,16.31,0.78,3.24,21.69,57.17,0.81,mead.com,149700
40.52,Office_Products,140,47562,184191,78.84,21.16,4.04,00:03:27,21.56,2.05,0.11,5.82,70.24,0.22,officefurniture.com,169800
58.23,Office_Products,130,120030,403454,100,0,2.34,00:01:16,12.79,0,0.14,3.89,82.95,0.23,paper-papers.com,67800
37.3,Office_Products,22306,65942,249045,90.03,9.97,4.92,00:03:09,23.95,0.17,6.21,8.42,61.15,0.11,crane.com,98100
38.75,Office_Products,121,95710,360544,59.06,40.94,2.55,00:01:59,15.57,0,0,6.16,69.85,8.43,jampaper.com,94500
33.47,Office_Products,341,105655,406043,63.11,36.89,3.16,00:02:22,15.82,0.06,0,12.29,69.22,2.61,worthingtondirect.com,69000
40.22,Office_Products,136,106565,421645,66.53,33.47,2.26,00:01:15,16.37,0.63,1.88,7.64,73.26,0.22,simplystamps.com,92300
